"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","total_tests","new_tests"
"AUS","Oceania","Australia","2019-12-31",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-01",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-02",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-03",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-04",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-05",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-06",NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-07",NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-08",NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-09",NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-10",NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-11",NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-12",NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-13",NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-14",NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-15",NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-16",NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-17",NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-18",NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-19",NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-20",NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-21",NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-22",NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-23",NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-24",NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-25",1,1,0.143,NA,0,0,0.039,0.039,0.006,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-26",4,3,0.571,NA,0,0,0.157,0.118,0.022,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-27",4,0,0.571,NA,0,0,0.157,0,0.022,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-28",4,0,0.571,NA,0,0,0.157,0,0.022,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-29",4,0,0.571,NA,0,0,0.157,0,0.022,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-30",6,2,0.857,NA,0,0,0.235,0.078,0.034,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-01-31",7,1,1,NA,0,0,0.275,0.039,0.039,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-01",9,2,1.143,NA,0,0,0.353,0.078,0.045,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-02",11,2,1,NA,0,0,0.431,0.078,0.039,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-03",11,0,1,NA,0,0,0.431,0,0.039,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-04",11,0,1,NA,0,0,0.431,0,0.039,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-05",12,1,1.143,NA,0,0,0.471,0.039,0.045,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-06",13,1,1,NA,0,0,0.51,0.039,0.039,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-07",14,1,1,NA,0,0,0.549,0.039,0.039,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-08",14,0,0.714,NA,0,0,0.549,0,0.028,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-09",14,0,0.429,NA,0,0,0.549,0,0.017,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-10",14,0,0.429,NA,0,0,0.549,0,0.017,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-11",14,0,0.429,NA,0,0,0.549,0,0.017,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-12",14,0,0.286,NA,0,0,0.549,0,0.011,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-13",14,0,0.143,NA,0,0,0.549,0,0.006,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-14",15,1,0.143,NA,0,0,0.588,0.039,0.006,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-15",15,0,0.143,NA,0,0,0.588,0,0.006,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-16",15,0,0.143,NA,0,0,0.588,0,0.006,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-17",15,0,0.143,NA,0,0,0.588,0,0.006,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-18",15,0,0.143,NA,0,0,0.588,0,0.006,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-19",15,0,0.143,NA,0,0,0.588,0,0.006,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-20",15,0,0.143,NA,0,0,0.588,0,0.006,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-21",17,2,0.286,NA,0,0,0.667,0.078,0.011,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-22",21,4,0.857,NA,0,0,0.824,0.157,0.034,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-23",22,1,1,NA,0,0,0.863,0.039,0.039,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-24",22,0,1,NA,0,0,0.863,0,0.039,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-25",22,0,1,NA,0,0,0.863,0,0.039,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-26",22,0,1,NA,0,0,0.863,0,0.039,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-27",23,1,1.143,NA,0,0,0.902,0.039,0.045,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-28",23,0,0.857,NA,0,0,0.902,0,0.034,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-02-29",25,2,0.571,NA,0,0,0.98,0.078,0.022,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-01",26,1,0.571,1,1,0.143,1.02,0.039,0.022,0.039,0.039,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-02",29,3,1,1,0,0.143,1.137,0.118,0.039,0.039,0,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-03",33,4,1.571,1,0,0.143,1.294,0.157,0.062,0.039,0,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-04",41,8,2.714,1,0,0.143,1.608,0.314,0.106,0.039,0,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-05",52,11,4.143,2,1,0.286,2.039,0.431,0.162,0.078,0.039,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-06",59,7,5.143,2,0,0.286,2.314,0.275,0.202,0.078,0,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-07",63,4,5.429,2,0,0.286,2.471,0.157,0.213,0.078,0,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-08",74,11,6.857,3,1,0.286,2.902,0.431,0.269,0.118,0.039,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-09",80,6,7.286,3,0,0.286,3.137,0.235,0.286,0.118,0,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-10",100,20,9.571,3,0,0.286,3.922,0.784,0.375,0.118,0,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-11",112,12,10.143,3,0,0.286,4.392,0.471,0.398,0.118,0,0.011,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-12",126,14,10.571,3,0,0.143,4.941,0.549,0.415,0.118,0,0.006,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-13",156,30,13.857,3,0,0.143,6.118,1.176,0.543,0.118,0,0.006,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-14",197,41,19.143,3,0,0.143,7.726,1.608,0.751,0.118,0,0.006,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-15",249,52,25,3,0,0,9.765,2.039,0.98,0.118,0,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-16",298,49,31.143,5,2,0.286,11.686,1.922,1.221,0.196,0.078,0.011,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-17",375,77,39.286,5,0,0.286,14.706,3.02,1.541,0.196,0,0.011,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-18",454,79,48.857,5,0,0.286,17.804,3.098,1.916,0.196,0,0.011,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-19",565,111,62.714,6,1,0.429,22.157,4.353,2.459,0.235,0.039,0.017,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-20",709,144,79,6,0,0.429,27.804,5.647,3.098,0.235,0,0.017,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-21",874,165,96.714,7,1,0.571,34.275,6.471,3.793,0.275,0.039,0.022,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-22",1098,224,121.286,7,0,0.571,43.059,8.784,4.756,0.275,0,0.022,2.36,NA,NA,NA,NA,NA,NA,NA,NA,143056,NA
"AUS","Oceania","Australia","2020-03-23",1709,611,201.571,7,0,0.286,67.02,23.961,7.905,0.275,0,0.011,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-24",1823,114,206.857,7,0,0.286,71.491,4.471,8.112,0.275,0,0.011,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-25",2423,600,281.286,8,1,0.429,95.02,23.53,11.031,0.314,0.039,0.017,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-26",2799,376,319.143,11,3,0.714,109.765,14.745,12.515,0.431,0.118,0.028,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-27",3166,367,351,13,2,1,124.157,14.392,13.765,0.51,0.078,0.039,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-28",3378,212,357.714,13,0,0.857,132.471,8.314,14.028,0.51,0,0.034,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-29",3809,431,387.286,14,1,1,149.373,16.902,15.188,0.549,0.039,0.039,1.45,NA,NA,NA,NA,NA,NA,NA,NA,211261,NA
"AUS","Oceania","Australia","2020-03-30",4093,284,340.571,16,2,1.286,160.511,11.137,13.356,0.627,0.078,0.05,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-03-31",4557,464,390.571,19,3,1.714,178.707,18.196,15.317,0.745,0.118,0.067,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-04-01",4707,150,326.286,20,1,1.714,184.589,5.882,12.796,0.784,0.039,0.067,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-04-02",4976,269,311,21,1,1.429,195.138,10.549,12.196,0.824,0.039,0.056,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-04-03",5224,248,294,23,2,1.429,204.864,9.726,11.529,0.902,0.078,0.056,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-04-04",5548,324,310,30,7,2.429,217.57,12.706,12.157,1.176,0.275,0.095,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Oceania","Australia","2020-04-05",5687,139,268.286,34,4,2.857,223.021,5.451,10.521,1.333,0.157,0.112,0.77,NA,NA,NA,NA,NA,NA,NA,NA,297154,NA
"AUS","Oceania","Australia","2020-04-06",5744,57,235.857,36,2,2.857,225.256,2.235,9.249,1.412,0.078,0.112,0.7,NA,NA,NA,NA,NA,NA,NA,NA,302663,5509
"AUS","Oceania","Australia","2020-04-07",5844,100,183.857,42,6,3.286,229.178,3.922,7.21,1.647,0.235,0.129,0.65,NA,NA,NA,NA,NA,NA,NA,NA,310700,8037
"AUS","Oceania","Australia","2020-04-08",5956,112,178.429,45,3,3.571,233.57,4.392,6.997,1.765,0.118,0.14,0.61,NA,NA,NA,NA,NA,NA,NA,NA,319368,8668
"AUS","Oceania","Australia","2020-04-09",6052,96,153.714,50,5,4.143,237.334,3.765,6.028,1.961,0.196,0.162,0.57,NA,NA,NA,NA,NA,NA,NA,NA,330134,10766
"AUS","Oceania","Australia","2020-04-10",6152,100,132.571,52,2,4.143,241.256,3.922,5.199,2.039,0.078,0.162,0.54,NA,NA,NA,NA,NA,NA,NA,NA,338346,8212
"AUS","Oceania","Australia","2020-04-11",6238,86,98.571,54,2,3.429,244.629,3.373,3.866,2.118,0.078,0.134,0.5,NA,NA,NA,NA,NA,NA,NA,NA,347847,9501
"AUS","Oceania","Australia","2020-04-12",6289,51,86,57,3,3.286,246.629,2,3.373,2.235,0.118,0.129,0.46,NA,NA,NA,NA,NA,NA,NA,NA,353941,6094
"AUS","Oceania","Australia","2020-04-13",6322,33,82.571,61,4,3.571,247.923,1.294,3.238,2.392,0.157,0.14,0.45,NA,NA,NA,NA,NA,NA,NA,NA,362136,8195
"AUS","Oceania","Australia","2020-04-14",6366,44,74.571,61,0,2.714,249.648,1.725,2.924,2.392,0,0.106,0.44,NA,NA,NA,NA,NA,NA,NA,NA,366493,4357
"AUS","Oceania","Australia","2020-04-15",6416,50,65.714,61,0,2.286,251.609,1.961,2.577,2.392,0,0.09,0.42,NA,NA,NA,NA,NA,NA,NA,NA,371377,4884
"AUS","Oceania","Australia","2020-04-16",6458,42,58,63,2,1.857,253.256,1.647,2.275,2.471,0.078,0.073,0.42,NA,NA,NA,NA,NA,NA,NA,NA,380003,8626
"AUS","Oceania","Australia","2020-04-17",6497,39,49.286,63,0,1.571,254.786,1.529,1.933,2.471,0,0.062,0.43,NA,NA,NA,NA,NA,NA,NA,NA,391530,11527
"AUS","Oceania","Australia","2020-04-18",6533,36,42.143,67,4,1.857,256.197,1.412,1.653,2.627,0.157,0.073,0.42,NA,NA,NA,NA,NA,NA,NA,NA,406510,14980
"AUS","Oceania","Australia","2020-04-19",6586,53,42.429,69,2,1.714,258.276,2.078,1.664,2.706,0.078,0.067,0.41,NA,NA,NA,NA,NA,NA,NA,NA,420996,14486
"AUS","Oceania","Australia","2020-04-20",6612,26,41.429,70,1,1.286,259.295,1.02,1.625,2.745,0.039,0.05,0.39,NA,NA,NA,NA,NA,NA,NA,NA,431734,10738
"AUS","Oceania","Australia","2020-04-21",6625,13,37,71,1,1.429,259.805,0.51,1.451,2.784,0.039,0.056,0.39,NA,NA,NA,NA,NA,NA,NA,NA,439842,8108
"AUS","Oceania","Australia","2020-04-22",6647,22,33,74,3,1.857,260.668,0.863,1.294,2.902,0.118,0.073,0.38,NA,NA,NA,NA,NA,NA,NA,NA,452441,12599
"AUS","Oceania","Australia","2020-04-23",6654,7,28,74,0,1.571,260.942,0.275,1.098,2.902,0,0.062,0.39,NA,NA,NA,NA,NA,NA,NA,NA,466659,14218
"AUS","Oceania","Australia","2020-04-24",6667,13,24.286,75,1,1.714,261.452,0.51,0.952,2.941,0.039,0.067,0.41,NA,NA,NA,NA,NA,NA,NA,NA,482370,15711
"AUS","Oceania","Australia","2020-04-25",6687,20,22,79,4,1.714,262.237,0.784,0.863,3.098,0.157,0.067,0.44,NA,NA,NA,NA,NA,NA,NA,NA,494257,11887
"AUS","Oceania","Australia","2020-04-26",6703,16,16.714,81,2,1.714,262.864,0.627,0.655,3.176,0.078,0.067,0.46,NA,NA,NA,NA,NA,NA,NA,NA,506449,12192
"AUS","Oceania","Australia","2020-04-27",6713,10,14.429,83,2,1.857,263.256,0.392,0.566,3.255,0.078,0.073,0.49,NA,NA,NA,NA,NA,NA,NA,NA,517063,10614
"AUS","Oceania","Australia","2020-04-28",6725,12,14.286,84,1,1.857,263.727,0.471,0.56,3.294,0.039,0.073,0.52,NA,NA,NA,NA,NA,NA,NA,NA,530679,13616
"AUS","Oceania","Australia","2020-04-29",6738,13,13,88,4,2,264.237,0.51,0.51,3.451,0.157,0.078,0.55,NA,NA,NA,NA,NA,NA,NA,NA,544410,13731
"AUS","Oceania","Australia","2020-04-30",6746,8,13.143,90,2,2.286,264.55,0.314,0.515,3.529,0.078,0.09,0.59,NA,NA,NA,NA,NA,NA,NA,NA,563641,19231
"AUS","Oceania","Australia","2020-05-01",6762,16,13.571,92,2,2.429,265.178,0.627,0.532,3.608,0.078,0.095,0.64,NA,NA,NA,NA,NA,NA,NA,NA,588868,25227
"AUS","Oceania","Australia","2020-05-02",6767,5,11.429,93,1,2,265.374,0.196,0.448,3.647,0.039,0.078,0.69,NA,NA,NA,NA,NA,NA,NA,NA,611583,22715
"AUS","Oceania","Australia","2020-05-03",6783,16,11.429,93,0,1.714,266.001,0.627,0.448,3.647,0,0.067,0.73,NA,NA,NA,NA,NA,NA,NA,NA,633107,21524
"AUS","Oceania","Australia","2020-05-04",6801,18,12.571,95,2,1.714,266.707,0.706,0.493,3.726,0.078,0.067,0.76,NA,NA,NA,NA,NA,NA,NA,NA,650214,17107
"AUS","Oceania","Australia","2020-05-05",6825,24,14.286,95,0,1.571,267.648,0.941,0.56,3.726,0,0.062,0.78,NA,NA,NA,NA,NA,NA,NA,NA,664756,14542
"AUS","Oceania","Australia","2020-05-06",6849,24,15.857,96,1,1.143,268.589,0.941,0.622,3.765,0.039,0.045,0.77,NA,NA,NA,NA,NA,NA,NA,NA,688656,23900
"AUS","Oceania","Australia","2020-05-07",6875,26,18.429,97,1,1,269.609,1.02,0.723,3.804,0.039,0.039,0.76,NA,NA,NA,NA,NA,NA,NA,NA,722549,33893
"AUS","Oceania","Australia","2020-05-08",6896,21,19.143,97,0,0.714,270.433,0.824,0.751,3.804,0,0.028,0.75,NA,NA,NA,NA,NA,NA,NA,NA,757250,34701
"AUS","Oceania","Australia","2020-05-09",6914,18,21,97,0,0.571,271.139,0.706,0.824,3.804,0,0.022,0.77,NA,NA,NA,NA,NA,NA,NA,NA,795456,38206
"AUS","Oceania","Australia","2020-05-10",6929,15,20.857,97,0,0.571,271.727,0.588,0.818,3.804,0,0.022,0.77,NA,NA,NA,NA,NA,NA,NA,NA,827872,32416
"AUS","Oceania","Australia","2020-05-11",6941,12,20,97,0,0.286,272.197,0.471,0.784,3.804,0,0.011,0.79,NA,NA,NA,NA,NA,NA,NA,NA,855119,27247
"AUS","Oceania","Australia","2020-05-12",6948,7,17.571,97,0,0.286,272.472,0.275,0.689,3.804,0,0.011,0.78,NA,NA,NA,NA,NA,NA,NA,NA,877927,22808
"AUS","Oceania","Australia","2020-05-13",6964,16,16.429,97,0,0.143,273.099,0.627,0.644,3.804,0,0.006,0.8,NA,NA,NA,NA,NA,NA,NA,NA,909025,31098
"AUS","Oceania","Australia","2020-05-14",6975,11,14.286,98,1,0.143,273.531,0.431,0.56,3.843,0.039,0.006,0.83,NA,NA,NA,NA,NA,NA,NA,NA,943480,34455
"AUS","Oceania","Australia","2020-05-15",6989,14,13.286,98,0,0.143,274.08,0.549,0.521,3.843,0,0.006,0.8,NA,NA,NA,NA,NA,NA,NA,NA,983816,40336
"AUS","Oceania","Australia","2020-05-16",7019,30,15,98,0,0.143,275.256,1.176,0.588,3.843,0,0.006,0.78,NA,NA,NA,NA,NA,NA,NA,NA,1015652,31836
"AUS","Oceania","Australia","2020-05-17",7036,17,15.286,98,0,0.143,275.923,0.667,0.599,3.843,0,0.006,0.76,NA,NA,NA,NA,NA,NA,NA,NA,1042126,26474
"AUS","Oceania","Australia","2020-05-18",7045,9,14.857,98,0,0.143,276.276,0.353,0.583,3.843,0,0.006,0.76,NA,NA,NA,NA,NA,NA,NA,NA,1062034,19908
"AUS","Oceania","Australia","2020-05-19",7060,15,16,99,1,0.286,276.864,0.588,0.627,3.882,0.039,0.011,0.75,NA,NA,NA,NA,NA,NA,NA,NA,1085870,23836
"AUS","Oceania","Australia","2020-05-20",7068,8,14.857,99,0,0.286,277.178,0.314,0.583,3.882,0,0.011,0.76,NA,NA,NA,NA,NA,NA,NA,NA,1111567,25697
"AUS","Oceania","Australia","2020-05-21",7079,11,14.857,100,1,0.286,277.609,0.431,0.583,3.922,0.039,0.011,0.78,NA,NA,NA,NA,NA,NA,NA,NA,1137684,26117
"AUS","Oceania","Australia","2020-05-22",7081,2,13.143,100,0,0.286,277.688,0.078,0.515,3.922,0,0.011,0.79,NA,NA,NA,NA,NA,NA,NA,NA,1170682,32998
"AUS","Oceania","Australia","2020-05-23",7095,14,10.857,101,1,0.429,278.237,0.549,0.426,3.961,0.039,0.017,0.83,NA,NA,NA,NA,NA,NA,NA,NA,1192262,21580
"AUS","Oceania","Australia","2020-05-24",7106,11,10,102,1,0.571,278.668,0.431,0.392,4,0.039,0.022,0.83,NA,NA,NA,NA,NA,NA,NA,NA,1224795,32533
"AUS","Oceania","Australia","2020-05-25",7109,3,9.143,102,0,0.571,278.786,0.118,0.359,4,0,0.022,0.89,NA,NA,NA,NA,NA,NA,NA,NA,1244200,19405
"AUS","Oceania","Australia","2020-05-26",7118,9,8.286,102,0,0.429,279.139,0.353,0.325,4,0,0.017,0.93,NA,NA,NA,NA,NA,NA,NA,NA,1288223,44023
"AUS","Oceania","Australia","2020-05-27",7133,15,9.286,102,0,0.429,279.727,0.588,0.364,4,0,0.017,0.96,NA,NA,NA,NA,NA,NA,NA,NA,1338321,50098
"AUS","Oceania","Australia","2020-05-28",7139,6,8.571,102,0,0.286,279.962,0.235,0.336,4,0,0.011,0.98,NA,NA,NA,NA,NA,NA,NA,NA,1367444,29123
"AUS","Oceania","Australia","2020-05-29",7150,11,9.857,102,0,0.286,280.393,0.431,0.387,4,0,0.011,0.99,NA,NA,NA,NA,NA,NA,NA,NA,1397622,30178
"AUS","Oceania","Australia","2020-05-30",7173,23,11.143,102,0,0.143,281.295,0.902,0.437,4,0,0.006,0.96,NA,NA,NA,NA,NA,NA,NA,NA,1428538,30916
